1,1,9.999000099990002E-5,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: Small, Functionality: Farming])
8970,2,0.8969103089691031,AgentGG@1,(Offer  bid:Bid[Segmentation: all to two(mun. & cons. comp.), Water Canal: Medium, Park: None, Functionality: Commercial])
8971,1,0.897010298970103,AgentGG@0,(Offer  bid:Bid[Segmentation: all to two(farmer & mun.), Water Canal: Medium, Park: None, Functionality: Farming])
8971,2,0.897010298970103,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: None, Park: None, Functionality: Industrial])
8972,1,0.8971102889711029,AgentGG@0,(Offer  bid:Bid[Segmentation: all to two(farmer & cons. comp.), Water Canal: Big, Park: Small, Functionality: Farming])
8972,2,0.8971102889711029,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Big, Park: None, Functionality: Housing])
8973,1,0.8972102789721028,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: None, Functionality: Housing])
8973,2,0.8972102789721028,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: None, Park: None, Functionality: Industrial])
8974,1,0.8973102689731027,AgentGG@0,(Offer  bid:Bid[Segmentation: all to two(farmer & mun.), Water Canal: Medium, Park: None, Functionality: Farming])
8974,2,0.8973102689731027,AgentGG@1,(Offer  bid:Bid[Segmentation: all to two(farmer & cons. comp.), Water Canal: Small, Park: None, Functionality: Commercial])
8975,1,0.8974102589741025,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: None, Functionality: Housing])
8975,2,0.8974102589741025,AgentGG@1,(Offer  bid:Bid[Segmentation: all to two(farmer & cons. comp.), Water Canal: Medium, Park: Small, Functionality: Commercial])
8976,1,0.8975102489751025,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: None, Functionality: Housing])
8976,2,0.8975102489751025,AgentGG@1,(Offer  bid:Bid[Segmentation: all to two(mun. & cons. comp.), Water Canal: Small, Park: Small, Functionality: Commercial])
8977,1,0.8976102389761024,AgentGG@0,(Offer  bid:Bid[Segmentation: all to two(farmer & mun.), Water Canal: Medium, Park: None, Functionality: Farming])
8977,2,0.8976102389761024,AgentGG@1,(Offer  bid:Bid[Segmentation: all to two(farmer & cons. comp.), Water Canal: Medium, Park: Small, Functionality: Commercial])
8978,1,0.8977102289771023,AgentGG@0,(Offer  bid:Bid[Segmentation: all to two(farmer & cons. comp.), Water Canal: Medium, Park: None, Functionality: Farming])
8978,2,0.8977102289771023,AgentGG@1,(Offer  bid:Bid[Segmentation: all to two(mun. & cons. comp.), Water Canal: Medium, Park: Small, Functionality: Commercial])
8979,1,0.8978102189781022,AgentGG@0,(Offer  bid:Bid[Segmentation: all to two(farmer & mun.), Water Canal: Medium, Park: None, Functionality: Farming])
8979,2,0.8978102189781022,AgentGG@1,(Offer  bid:Bid[Segmentation: all to two(mun. & cons. comp.), Water Canal: Small, Park: Small, Functionality: Commercial])
8980,1,0.8979102089791021,AgentGG@0,(Offer  bid:Bid[Segmentation: all to two(farmer & mun.), Water Canal: Medium, Park: None, Functionality: Farming])
8980,2,0.8979102089791021,AgentGG@1,(Offer  bid:Bid[Segmentation: all to two(farmer & cons. comp.), Water Canal: Medium, Park: Small, Functionality: Commercial])
8981,1,0.898010198980102,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: None, Functionality: Housing])
8981,2,0.898010198980102,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Big, Park: Small, Functionality: Commercial])
8982,1,0.8981101889811018,AgentGG@0,(Offer  bid:Bid[Segmentation: all to two(farmer & cons. comp.), Water Canal: Medium, Park: None, Functionality: Farming])
8982,2,0.8981101889811018,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: None, Park: Small, Functionality: Housing])
8983,1,0.8982101789821018,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: None, Functionality: Housing])
8983,2,0.8982101789821018,AgentGG@1,(Offer  bid:Bid[Segmentation: all to two(farmer & cons. comp.), Water Canal: Medium, Park: Small, Functionality: Commercial])
8984,1,0.8983101689831017,AgentGG@0,(Offer  bid:Bid[Segmentation: all to two(farmer & mun.), Water Canal: Medium, Park: None, Functionality: Farming])
8984,2,0.8983101689831017,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: None, Park: Small, Functionality: Housing])
8985,1,0.8984101589841016,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: None, Functionality: Housing])
8985,2,0.8984101589841016,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Small, Park: Big, Functionality: Industrial])
8986,1,0.8985101489851015,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: None, Functionality: Housing])
8986,2,0.8985101489851015,AgentGG@1,(Offer  bid:Bid[Segmentation: all to two(farmer & cons. comp.), Water Canal: Medium, Park: None, Functionality: Commercial])
8987,1,0.8986101389861014,AgentGG@0,(Offer  bid:Bid[Segmentation: all to two(farmer & mun.), Water Canal: Medium, Park: None, Functionality: Farming])
8987,2,0.8986101389861014,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: None, Park: None, Functionality: Housing])
8988,1,0.8987101289871013,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: None, Functionality: Housing])
8988,2,0.8987101289871013,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Big, Park: Medium, Functionality: Commercial])
8989,1,0.8988101189881011,AgentGG@0,(Offer  bid:Bid[Segmentation: all to two(farmer & mun.), Water Canal: Medium, Park: None, Functionality: Farming])
8989,2,0.8988101189881011,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Small, Park: Big, Functionality: Housing])
8990,1,0.8989101089891011,AgentGG@0,(Offer  bid:Bid[Segmentation: all to two(farmer & cons. comp.), Water Canal: Medium, Park: None, Functionality: Farming])
8990,2,0.8989101089891011,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Big, Park: Small, Functionality: Housing])
8991,1,0.899010098990101,AgentGG@0,(Offer  bid:Bid[Segmentation: all to two(farmer & mun.), Water Canal: Medium, Park: None, Functionality: Farming])
8991,2,0.899010098990101,AgentGG@1,(Offer  bid:Bid[Segmentation: all to two(farmer & cons. comp.), Water Canal: Medium, Park: None, Functionality: Commercial])
8992,1,0.8991100889911009,AgentGG@0,(Offer  bid:Bid[Segmentation: all to two(farmer & cons. comp.), Water Canal: Medium, Park: None, Functionality: Farming])
8992,2,0.8991100889911009,AgentGG@1,(Offer  bid:Bid[Segmentation: all to two(mun. & cons. comp.), Water Canal: Medium, Park: None, Functionality: Commercial])
8993,1,0.8992100789921008,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: None, Functionality: Housing])
8993,2,0.8992100789921008,AgentGG@1,(Offer  bid:Bid[Segmentation: all to two(mun. & cons. comp.), Water Canal: Medium, Park: None, Functionality: Commercial])
8994,1,0.8993100689931007,AgentGG@0,(Offer  bid:Bid[Segmentation: all to two(farmer & cons. comp.), Water Canal: Medium, Park: None, Functionality: Farming])
8994,2,0.8993100689931007,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Big, Park: None, Functionality: Commercial])
8995,1,0.8994100589941005,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: None, Functionality: Housing])
8995,2,0.8994100589941005,AgentGG@1,(Offer  bid:Bid[Segmentation: all to two(mun. & cons. comp.), Water Canal: Medium, Park: Small, Functionality: Commercial])
8996,1,0.8995100489951005,AgentGG@0,(Offer  bid:Bid[Segmentation: all to two(farmer & cons. comp.), Water Canal: Medium, Park: None, Functionality: Farming])
8996,2,0.8995100489951005,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: None, Park: Small, Functionality: Housing])
8997,1,0.8996100389961004,AgentGG@0,(Offer  bid:Bid[Segmentation: all to two(farmer & mun.), Water Canal: Medium, Park: None, Functionality: Farming])
8997,2,0.8996100389961004,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Small, Park: Big, Functionality: Industrial])
8998,1,0.8997100289971003,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: None, Functionality: Housing])
8998,2,0.8997100289971003,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Small, Park: Big, Functionality: Industrial])
8999,1,0.8998100189981002,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: None, Functionality: Housing])
8999,2,0.8998100189981002,AgentGG@1,(Offer  bid:Bid[Segmentation: all to two(mun. & cons. comp.), Water Canal: Medium, Park: Small, Functionality: Commercial])
9000,1,0.8999100089991001,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: None, Functionality: Housing])
9000,2,0.8999100089991001,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Big, Park: Small, Functionality: Commercial])
9001,1,0.9000099990001,AgentGG@0,(Offer  bid:Bid[Segmentation: all to two(farmer & cons. comp.), Water Canal: Medium, Park: None, Functionality: Farming])
9001,2,0.9000099990001,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Big, Park: None, Functionality: Commercial])
9002,1,0.9001099890010998,AgentGG@0,(Offer  bid:Bid[Segmentation: all to two(farmer & mun.), Water Canal: Medium, Park: Big, Functionality: Farming])
9002,2,0.9001099890010998,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Big, Park: Small, Functionality: Commercial])
9003,1,0.9002099790020998,AgentGG@0,(Offer  bid:Bid[Segmentation: all to two(farmer & mun.), Water Canal: Medium, Park: None, Functionality: Farming])
9003,2,0.9002099790020998,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Big, Park: None, Functionality: Commercial])
9004,1,0.9003099690030997,AgentGG@0,(Offer  bid:Bid[Segmentation: all to two(farmer & cons. comp.), Water Canal: Medium, Park: None, Functionality: Farming])
9004,2,0.9003099690030997,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: None, Park: Small, Functionality: Commercial])
9005,1,0.9004099590040996,AgentGG@0,(Offer  bid:Bid[Segmentation: all to two(farmer & mun.), Water Canal: Medium, Park: None, Functionality: Farming])
9005,2,0.9004099590040996,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Small, Park: Big, Functionality: Housing])
9006,1,0.9005099490050995,AgentGG@0,(Offer  bid:Bid[Segmentation: all to two(farmer & mun.), Water Canal: Medium, Park: None, Functionality: Farming])
9006,2,0.9005099490050995,AgentGG@1,(Offer  bid:Bid[Segmentation: all to two(mun. & cons. comp.), Water Canal: Medium, Park: Small, Functionality: Commercial])
9007,1,0.9006099390060994,AgentGG@0,(Offer  bid:Bid[Segmentation: all to two(farmer & mun.), Water Canal: Big, Park: None, Functionality: Farming])
9007,2,0.9006099390060994,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Big, Park: Small, Functionality: Housing])
9008,1,0.9007099290070993,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: None, Functionality: Housing])
9008,2,0.9007099290070993,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: None, Park: Small, Functionality: Commercial])
9009,1,0.9008099190080991,AgentGG@0,(Offer  bid:Bid[Segmentation: all to two(farmer & mun.), Water Canal: Medium, Park: None, Functionality: Farming])
9009,2,0.9008099190080991,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: Big, Functionality: Industrial])
9010,1,0.9009099090090991,AgentGG@0,(Offer  bid:Bid[Segmentation: all to two(farmer & cons. comp.), Water Canal: Medium, Park: None, Functionality: Farming])
9010,2,0.9009099090090991,AgentGG@1,(Offer  bid:Bid[Segmentation: all to two(farmer & cons. comp.), Water Canal: Small, Park: None, Functionality: Commercial])
9011,1,0.901009899010099,AgentGG@0,(Offer  bid:Bid[Segmentation: all to two(farmer & mun.), Water Canal: Medium, Park: None, Functionality: Farming])
9011,2,0.901009899010099,AgentGG@1,(Offer  bid:Bid[Segmentation: all to two(farmer & cons. comp.), Water Canal: Small, Park: None, Functionality: Commercial])
9012,1,0.9011098890110989,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: None, Functionality: Housing])
9012,2,0.9011098890110989,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: Big, Functionality: Industrial])
9013,1,0.9012098790120988,AgentGG@0,(Offer  bid:Bid[Segmentation: all to two(farmer & cons. comp.), Water Canal: Small, Park: Small, Functionality: Farming])
9013,2,0.9012098790120988,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Small, Park: Big, Functionality: Industrial])
9014,1,0.9013098690130987,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: None, Functionality: Housing])
9014,2,0.9013098690130987,AgentGG@1,(Offer  bid:Bid[Segmentation: all to two(farmer & cons. comp.), Water Canal: Small, Park: None, Functionality: Commercial])
9015,1,0.9014098590140985,AgentGG@0,(Offer  bid:Bid[Segmentation: all to two(farmer & mun.), Water Canal: Medium, Park: None, Functionality: Farming])
9015,2,0.9014098590140985,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: None, Park: None, Functionality: Industrial])
9016,1,0.9015098490150985,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: None, Functionality: Housing])
9016,2,0.9015098490150985,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: Big, Functionality: Housing])
9017,1,0.9016098390160984,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: None, Functionality: Housing])
9017,2,0.9016098390160984,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Small, Park: Big, Functionality: Industrial])
9018,1,0.9017098290170983,AgentGG@0,(Offer  bid:Bid[Segmentation: all to two(farmer & cons. comp.), Water Canal: Medium, Park: None, Functionality: Farming])
9018,2,0.9017098290170983,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: None, Park: None, Functionality: Housing])
9019,1,0.9018098190180982,AgentGG@0,(Offer  bid:Bid[Segmentation: all to two(farmer & cons. comp.), Water Canal: Medium, Park: None, Functionality: Farming])
9019,2,0.9018098190180982,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: Big, Functionality: Housing])
9020,1,0.9019098090190981,AgentGG@0,(Offer  bid:Bid[Segmentation: all to two(farmer & cons. comp.), Water Canal: Medium, Park: None, Functionality: Farming])
9020,2,0.9019098090190981,AgentGG@1,(Offer  bid:Bid[Segmentation: all to two(mun. & cons. comp.), Water Canal: Small, Park: None, Functionality: Commercial])
9021,1,0.902009799020098,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: None, Functionality: Housing])
9021,2,0.902009799020098,AgentGG@1,(Offer  bid:Bid[Segmentation: all to two(farmer & cons. comp.), Water Canal: Medium, Park: Small, Functionality: Commercial])
9022,1,0.9021097890210978,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: None, Functionality: Housing])
9022,2,0.9021097890210978,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: None, Park: None, Functionality: Industrial])
9023,1,0.9022097790220978,AgentGG@0,(Offer  bid:Bid[Segmentation: all to two(farmer & mun.), Water Canal: Medium, Park: None, Functionality: Farming])
9023,2,0.9022097790220978,AgentGG@1,(Offer  bid:Bid[Segmentation: all to two(farmer & cons. comp.), Water Canal: Small, Park: Small, Functionality: Commercial])
9024,1,0.9023097690230977,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: None, Functionality: Housing])
9024,2,0.9023097690230977,AgentGG@1,(Offer  bid:Bid[Segmentation: all to two(mun. & cons. comp.), Water Canal: Small, Park: Small, Functionality: Commercial])
9025,1,0.9024097590240976,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: None, Functionality: Housing])
9025,2,0.9024097590240976,AgentGG@1,(Offer  bid:Bid[Segmentation: all to two(mun. & cons. comp.), Water Canal: Medium, Park: Small, Functionality: Commercial])
9026,1,0.9025097490250975,AgentGG@0,(Offer  bid:Bid[Segmentation: all to two(farmer & cons. comp.), Water Canal: Medium, Park: None, Functionality: Farming])
9026,2,0.9025097490250975,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: None, Park: None, Functionality: Industrial])
9027,1,0.9026097390260974,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: None, Functionality: Housing])
9027,2,0.9026097390260974,AgentGG@1,(Offer  bid:Bid[Segmentation: all to two(farmer & cons. comp.), Water Canal: Medium, Park: Small, Functionality: Commercial])
9028,1,0.9027097290270973,AgentGG@0,(Offer  bid:Bid[Segmentation: all to two(farmer & mun.), Water Canal: Medium, Park: None, Functionality: Farming])
9028,2,0.9027097290270973,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Big, Park: Medium, Functionality: Commercial])
9029,1,0.9028097190280971,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: None, Functionality: Housing])
9029,2,0.9028097190280971,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: None, Park: None, Functionality: Industrial])
9030,1,0.9029097090290971,AgentGG@0,(Offer  bid:Bid[Segmentation: all to two(farmer & cons. comp.), Water Canal: Medium, Park: None, Functionality: Farming])
9030,2,0.9029097090290971,AgentGG@1,(Offer  bid:Bid[Segmentation: all to two(farmer & cons. comp.), Water Canal: Medium, Park: None, Functionality: Commercial])
9031,1,0.903009699030097,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: None, Functionality: Housing])
9031,2,0.903009699030097,AgentGG@1,(Offer  bid:Bid[Segmentation: all to two(mun. & cons. comp.), Water Canal: Small, Park: None, Functionality: Commercial])
9032,1,0.9031096890310969,AgentGG@0,(Offer  bid:Bid[Segmentation: all to two(farmer & mun.), Water Canal: Medium, Park: None, Functionality: Farming])
9032,2,0.9031096890310969,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: None, Park: None, Functionality: Industrial])
9033,1,0.9032096790320968,AgentGG@0,(Offer  bid:Bid[Segmentation: all to two(farmer & cons. comp.), Water Canal: Medium, Park: None, Functionality: Farming])
9033,2,0.9032096790320968,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Big, Park: None, Functionality: Housing])
9034,1,0.9033096690330967,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: None, Functionality: Housing])
9034,2,0.9033096690330967,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Small, Park: Medium, Functionality: Industrial])
9035,1,0.9034096590340965,AgentGG@0,(Offer  bid:Bid[Segmentation: all to two(farmer & cons. comp.), Water Canal: Medium, Park: None, Functionality: Farming])
9035,2,0.9034096590340965,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Big, Park: Small, Functionality: Housing])
9036,1,0.9035096490350965,AgentGG@0,(Offer  bid:Bid[Segmentation: all to two(farmer & cons. comp.), Water Canal: Medium, Park: None, Functionality: Farming])
9036,2,0.9035096490350965,AgentGG@1,(Offer  bid:Bid[Segmentation: all to two(farmer & cons. comp.), Water Canal: Small, Park: Small, Functionality: Commercial])
9037,1,0.9036096390360964,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: None, Functionality: Housing])
9037,2,0.9036096390360964,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Big, Park: Small, Functionality: Commercial])
9038,1,0.9037096290370963,AgentGG@0,(Offer  bid:Bid[Segmentation: all to two(farmer & mun.), Water Canal: Medium, Park: None, Functionality: Farming])
9038,2,0.9037096290370963,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Big, Park: Small, Functionality: Commercial])
9039,1,0.9038096190380962,AgentGG@0,(Offer  bid:Bid[Segmentation: all to two(farmer & cons. comp.), Water Canal: Medium, Park: None, Functionality: Farming])
9039,2,0.9038096190380962,AgentGG@1,(Offer  bid:Bid[Segmentation: all to two(farmer & cons. comp.), Water Canal: Medium, Park: Small, Functionality: Commercial])
9040,1,0.9039096090390961,AgentGG@0,(Offer  bid:Bid[Segmentation: all to two(farmer & cons. comp.), Water Canal: Medium, Park: None, Functionality: Farming])
9040,2,0.9039096090390961,AgentGG@1,(Offer  bid:Bid[Segmentation: all to two(farmer & cons. comp.), Water Canal: Medium, Park: Small, Functionality: Commercial])
9041,1,0.904009599040096,AgentGG@0,(Offer  bid:Bid[Segmentation: all to two(farmer & cons. comp.), Water Canal: Medium, Park: None, Functionality: Farming])
9041,2,0.904009599040096,AgentGG@1,(Offer  bid:Bid[Segmentation: all to two(farmer & cons. comp.), Water Canal: Small, Park: Small, Functionality: Commercial])
9042,1,0.9041095890410958,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: None, Functionality: Housing])
9042,2,0.9041095890410958,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Big, Park: Small, Functionality: Commercial])
9043,1,0.9042095790420958,AgentGG@0,(Offer  bid:Bid[Segmentation: all to two(farmer & mun.), Water Canal: Medium, Park: None, Functionality: Farming])
9043,2,0.9042095790420958,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Big, Park: None, Functionality: Housing])
9044,1,0.9043095690430957,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: None, Functionality: Housing])
9044,2,0.9043095690430957,AgentGG@1,(Offer  bid:Bid[Segmentation: all to two(farmer & cons. comp.), Water Canal: Medium, Park: None, Functionality: Commercial])
9045,1,0.9044095590440956,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Small, Park: Small, Functionality: Housing])
9045,2,0.9044095590440956,AgentGG@1,(Offer  bid:Bid[Segmentation: all to two(farmer & cons. comp.), Water Canal: Small, Park: None, Functionality: Commercial])
9046,1,0.9045095490450955,AgentGG@0,(Offer  bid:Bid[Segmentation: all to two(farmer & cons. comp.), Water Canal: Medium, Park: None, Functionality: Farming])
9046,2,0.9045095490450955,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Big, Park: Small, Functionality: Commercial])
9047,1,0.9046095390460954,AgentGG@0,(Offer  bid:Bid[Segmentation: all to two(farmer & cons. comp.), Water Canal: Medium, Park: None, Functionality: Farming])
9047,2,0.9046095390460954,AgentGG@1,(Offer  bid:Bid[Segmentation: all to two(farmer & cons. comp.), Water Canal: Small, Park: Small, Functionality: Commercial])
9048,1,0.9047095290470953,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: None, Functionality: Housing])
9048,2,0.9047095290470953,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Big, Park: Small, Functionality: Housing])
9049,1,0.9048095190480951,AgentGG@0,(Offer  bid:Bid[Segmentation: all to two(farmer & cons. comp.), Water Canal: Medium, Park: None, Functionality: Farming])
9049,2,0.9048095190480951,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: None, Park: Medium, Functionality: Commercial])
9050,1,0.9049095090490951,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: None, Functionality: Housing])
9050,2,0.9049095090490951,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Big, Park: None, Functionality: Commercial])
9051,1,0.905009499050095,AgentGG@0,(Offer  bid:Bid[Segmentation: all to two(farmer & cons. comp.), Water Canal: Medium, Park: None, Functionality: Farming])
9051,2,0.905009499050095,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Big, Park: Small, Functionality: Commercial])
9052,1,0.9051094890510949,AgentGG@0,(Offer  bid:Bid[Segmentation: all to two(farmer & cons. comp.), Water Canal: Medium, Park: None, Functionality: Farming])
9052,2,0.9051094890510949,AgentGG@1,(Offer  bid:Bid[Segmentation: all to two(farmer & cons. comp.), Water Canal: Small, Park: Small, Functionality: Commercial])
9053,1,0.9052094790520948,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: None, Functionality: Housing])
9053,2,0.9052094790520948,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Small, Park: Medium, Functionality: Industrial])
9054,1,0.9053094690530947,AgentGG@0,(Offer  bid:Bid[Segmentation: all to two(farmer & mun.), Water Canal: Medium, Park: None, Functionality: Farming])
9054,2,0.9053094690530947,AgentGG@1,(Offer  bid:Bid[Segmentation: all to two(mun. & cons. comp.), Water Canal: Small, Park: None, Functionality: Commercial])
9055,1,0.9054094590540946,AgentGG@0,(Offer  bid:Bid[Segmentation: all to two(farmer & mun.), Water Canal: Medium, Park: None, Functionality: Farming])
9055,2,0.9054094590540946,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: None, Park: None, Functionality: Industrial])
9056,1,0.9055094490550945,AgentGG@0,(Offer  bid:Bid[Segmentation: all to two(farmer & mun.), Water Canal: Medium, Park: None, Functionality: Farming])
9056,2,0.9055094490550945,AgentGG@1,(Offer  bid:Bid[Segmentation: all to two(farmer & cons. comp.), Water Canal: Medium, Park: Small, Functionality: Commercial])
9057,1,0.9056094390560944,AgentGG@0,(Offer  bid:Bid[Segmentation: all to two(farmer & cons. comp.), Water Canal: Medium, Park: None, Functionality: Farming])
9057,2,0.9056094390560944,AgentGG@1,(Offer  bid:Bid[Segmentation: all to two(mun. & cons. comp.), Water Canal: Small, Park: None, Functionality: Commercial])
9058,1,0.9057094290570943,AgentGG@0,(Offer  bid:Bid[Segmentation: all to two(farmer & cons. comp.), Water Canal: Medium, Park: None, Functionality: Farming])
9058,2,0.9057094290570943,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: None, Park: Medium, Functionality: Commercial])
9059,1,0.9058094190580942,AgentGG@0,(Offer  bid:Bid[Segmentation: all to two(farmer & mun.), Water Canal: Medium, Park: None, Functionality: Farming])
9059,2,0.9058094190580942,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: None, Park: None, Functionality: Industrial])
9060,1,0.9059094090590941,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: None, Functionality: Housing])
